Total Number of Aligned Reads:	42196	Total Number of Mapped Genomes:	2071
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|365659|org|Streptococcus_mitis_B6	0.7669982008243332	0.7739596170253105	32658.0	0.7739596170253105	0.0	0.06704916494671596	0.6627054529824462	27963.5192940473	7.109678642525358e-05	0.7127926817707839
ti|479436|org|Veillonella_parvula_DSM_2008	0.18225322462649965	0.010214238316428098	431.0	0.010214238316428098	0.0	0.18225322462167357	0.007397114989685631	312.1286641047749	0.007038581856100104	0.00037918286093468573
ti|680646|org|Rothia_mucilaginosa_DY-18	0.015806469200737708	0.03163806995923784	1335.0	0.031045596739027397	0.0005924732202104465	0.015605039027599627	0.0249980483582185	1054.8176485233878	0.02469428381837141	0.0007820646506777894
ti|1046629|org|Streptococcus_salivarius_57.I	0.015396100234177751	0.022798369513697982	962.0	0.02270357379846431	9.479571523367143e-05	0.0032048153282504322	0.0015784951883989302	66.60618296968126	0.0	0.00819982936771258
ti|467705|org|Streptococcus_gordonii_str._Challis_substr._CH1	0.007725891325961443	0.004858280405725661	205.0	0.004834581476917244	2.3698928808417858e-05	0.0077279766296667815	0.0018166287876228875	76.65446832253537	0.0012797421556545645	0.005498151483552943
ti|760570|org|Streptococcus_parasanguinis_ATCC_15912	0.004295522182041147	0.005024172907384586	212.0	0.005024172907384586	0.0	0.002477599060249132	0.005171831067255101	218.23058371389624	0.0011375485828040573	0.02237178879514646
ti|553174|org|Prevotella_melaninogenica_ATCC_25845	0.0030352035606283894	0.006706796852782255	283.0	0.006706796852782255	0.0	0.0030350571272226476	0.006225402603897165	262.68708827404475	0.0061854204189970615	0.00021329035927576074
ti|374833|org|Neisseria_meningitidis_053442	0.0021206714070975	0.02545264954024078	1074.0	0.02545264954024078	0.0	0.00036506178199947756	0.005084031889688588	214.52580961729964	0.0	0.006872689354441179
ti|591365|org|Streptococcus_intermedius_JTH08	0.0011240311208445416	0.0019670110910986823	83.0	0.0019670110910986823	0.0	0.001130918276291326	0.0018460827966284854	77.89730968653556	0.001161247511612475	0.005521850412361361
ti|176279|org|Staphylococcus_epidermidis_RP62A	0.0006550261949359764	0.0009716560811451323	41.0	0.0009716560811451323	0.0	0.0003055500200509943	7.883922118291735e-05	3.326699777034381	0.0	0.00016589250165892502
ti|862965|org|Haemophilus_parainfluenzae_T3T1	0.00018426839640149083	0.06375011849464404	2690.0	0.06367902170821879	7.109678642525358e-05	0.00018009515222879006	0.007168157037447023	302.4675543521146	0.006635700066357001	0.0006398710778272822
ti|374930|org|Haemophilus_influenzae_PittEE	0.00014755233252865382	0.009692861882642904	409.0	0.00964546402502607	4.7397857616835716e-05	3.285573750791614e-05	0.0007873105517586943	33.221356042009866	0.0	0.001184946440420893
ti|246198|org|Prevotella_intermedia_17	0.0001238408922250885	7.109678642525358e-05	3.0	7.109678642525358e-05	0.0	0.0001238409583760759	0.00022957361536744708	9.687088274044797	0.00021329035927576074	0.00018959143046734286
ti|546271|org|Selenomonas_sputigena_ATCC_35185	9.436461756917091e-05	7.109678642525358e-05	3.0	7.109678642525358e-05	0.0	9.436461756917091e-05	9.890749661642468e-05	4.1735007272266555	9.479571523367143e-05	4.7397857616835716e-05
ti|521095|org|Atopobium_parvulum_DSM_20469	2.2643367657237523e-05	0.0004976775049767751	21.0	0.0004976775049767751	0.0	2.264336765317691e-05	0.0003819643993599663	16.117369795393138	0.00037918286093468573	0.0
ti|935897|org|Haemophilus_influenzae_F3047	1.2094734314294507e-05	0.002227699307991279	94.0	0.002227699307991279	0.0	2.510474395406878e-05	0.0023217300216342033	97.96771999287684	0.0016589250165892503	0.0032941511043700824
ti|749219|org|Moraxella_catarrhalis_RH4	3.123570820788438e-06	0.001706322874206086	72.0	0.001706322874206086	0.0	3.123570761955996e-06	0.0009552407010591424	40.30733662189157	0.0009242582235282965	2.3698928808417858e-05
ti|83332|org|Mycobacterium_tuberculosis_H37Rv	4.4001135557687335e-07	0.00013034410844629823	5.5	9.479571523367143e-05	0.00018959143046734286	6.88925064897719e-08	1.655507868245373e-06	0.06985581000848176	0.0	2.3698928808417858e-05
ti|478435|org|Mycobacterium_tuberculosis_KZN_605	4.4001135557687335e-07	5.924732202104465e-05	2.5	2.3698928808417858e-05	0.00014219357285050717	6.88925064897719e-08	1.0726883565915454e-06	0.045263157894736845	0.0	2.3698928808417858e-05
