Total Number of Aligned Reads:	18934	Total Number of Mapped Genomes:	1985
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|365659|org|Streptococcus_mitis_B6	0.9097131466866114	0.8806908207457483	16675.0	0.8806908207457483	0.0	0.0768580692146831	0.7128649318402017	13497.38461946238	5.281504172388296e-05	0.7627548325763177
ti|479436|org|Veillonella_parvula_DSM_2008	0.07631670284077913	0.014365691348896165	272.0	0.014365691348896165	0.0	0.07631670283989296	0.011061494600119043	209.43833875865394	0.010615823386500476	0.0004753353755149467
ti|1046629|org|Streptococcus_salivarius_57.I	0.00474392675236183	0.032164360409844724	609.0	0.024189289109538395	0.007975071300306327	0.002652452779809474	0.0013443265399519558	25.45347870745033	0.0	0.012094644554769197
ti|1048332|org|Streptococcus_salivarius_CCHSS3	0.0047438237442231366	0.004700538713425584	89.0	0.004700538713425584	0.0	0.0026524523306086416	0.001258815068181448	23.83440450094754	0.0	0.009770782718918347
ti|553174|org|Prevotella_melaninogenica_ATCC_25845	0.0025723553312093595	0.004647723671701701	88.0	0.004647723671701701	0.0	0.002567901440603476	0.004180262661568163	79.1490932341316	0.004119573254462871	0.00021126016689553185
ti|760570|org|Streptococcus_parasanguinis_ATCC_15912	0.0012450859805374786	0.002587937044470265	49.0	0.002587937044470265	0.0	0.0007893510013282985	0.0019044623654955435	36.05909042829262	0.0004225203337910637	0.021812612231963662
ti|680646|org|Rothia_mucilaginosa_DY-18	0.00022195333096766955	0.0044892785465300514	85.0	0.0044892785465300514	0.0	0.00021647635530611554	0.000964333681703484	18.258693929373766	0.0008978557093060103	0.00010563008344776593
ti|176280|org|Staphylococcus_epidermidis_ATCC_12228	0.00021489829066959393	0.0021126016689553186	40.0	0.0020597866272314357	0.00031689025034329775	0.00020822705698749947	8.12079682580321e-05	1.5375916709975799	0.0	0.00021126016689553185
ti|176279|org|Staphylococcus_epidermidis_RP62A	0.00021489829066959393	0.001214745959649308	23.0	0.0011619309179254252	0.00031689025034329775	0.00020822705698749947	8.169885239236739e-05	1.546886071197084	0.0	0.00021126016689553185
ti|862965|org|Haemophilus_parainfluenzae_T3T1	1.061958300114229e-05	0.002904827294813563	55.0	0.002904827294813563	0.0	1.0618883907582948e-05	0.0005403417885240301	10.230831423913985	0.0005281504172388297	0.0
ti|360104|org|Campylobacter_concisus_13826	1.9902057788230806e-06	0.00010563008344776593	2.0	0.00010563008344776593	0.0	1.990204273157043e-06	5.281504172388296e-05	1.0	5.281504172388296e-05	0.0
ti|523794|org|Leptotrichia_buccalis_C-1013-b	3.267877823247791e-07	0.00021126016689553185	4.0	0.00021126016689553185	0.0	3.267877823247791e-07	0.0004225203337910637	8.0	0.00026407520861941483	0.00026407520861941483
ti|190304|org|Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	1.9525347014485202e-07	0.005123059047216647	97.0	0.005123059047216647	0.0	1.9525347014146829e-07	0.004542093588253935	86.0	0.004383648463082286	0.00031689025034329775
ti|749219|org|Moraxella_catarrhalis_RH4	7.616100833954681e-08	0.0020069715855075524	38.0	0.0020069715855075524	0.0	7.616099726993572e-08	0.0002741373878032558	5.190517300666845	0.00026407520861941483	0.0
ti|467705|org|Streptococcus_gordonii_str._Challis_substr._CH1	6.187600014691234e-10	0.0031689025034329775	60.0	0.0031689025034329775	0.0	1.825352137817289e-09	0.0003558667494784103	6.73798103462422	0.00010563008344776593	0.009717967677194465
ti|242619|org|Porphyromonas_gingivalis_W83	7.079925730583808e-11	0.00979719023978029	185.5	0.019171860145769517	0.0004225203337910637	5.639341392527478e-11	0.00893801151605634	169.23231004501073	0.0004753353755149467	0.018960599978873983
ti|1030843|org|Porphyromonas_gingivalis_TDC60	7.079925730583808e-11	0.009850005281504173	186.5	0.0192246751874934	0.0004225203337910637	5.639341392527478e-11	0.008939938489728908	169.26879536452714	0.0004753353755149467	0.019013415020597866
ti|519441|org|Streptobacillus_moniliformis_DSM_12112	3.055449766255958e-13	0.0013203760430970741	25.0	0.0013203760430970741	0.0	3.055449766255958e-13	0.0015316362099926058	29.0	0.00142600612654484	0.00021126016689553185
ti|548479|org|Mobiluncus_curtisii_ATCC_43063	1.8084765101773014e-13	0.0006337805006865955	12.0	0.0006337805006865955	0.0	1.1374855074994385e-13	0.00021126016689553185	4.0	0.00021126016689553185	0.0
ti|945704|org|Streptococcus_suis_JS14	5.982625564699665e-14	0.009717967677194465	184.0	0.009717967677194465	0.0	1.35738478586793e-09	0.03251863392914536	615.7078148144383	0.0007394105841343615	0.03258688074363579
ti|981540|org|Streptococcus_pasteurianus_ATCC_43144	3.651247954294645e-14	0.00021126016689553185	4.0	0.00021126016689553185	0.0	8.210281926102566e-11	0.0003537646442124429	6.698179773518394	0.0	0.008503221717545157
ti|585394|org|Roseburia_hominis_A2-183	1.2382172989970938e-14	0.0004225203337910637	8.0	0.0004225203337910637	0.0	8.209352203651207e-15	0.00010856547760019204	2.055578752882036	0.00010563008344776593	5.281504172388296e-05
ti|208596|org|Carnobacterium_sp._17-4	7.497511001040274e-15	0.0016900813351642548	32.0	0.0016900813351642548	0.0	6.443811850144908e-15	0.001325871339071203	25.104047933974158	0.0009506707510298934	0.0011091158762015422
ti|1261557|org|Enterococcus_faecalis_str._Symbioflor_1	2.6570498055855522e-15	0.002904827294813563	55.0	0.002904827294813563	0.0	2.4251666868542275e-15	0.0014403887408928986	27.27232042006614	0.0004225203337910637	0.0036442378789479242
ti|1054460|org|Streptococcus_pseudopneumoniae_IS7493	9.662304950329646e-16	0.0010034857927537762	19.0	0.0010034857927537762	0.0	0.050415831525163386	0.09541400852811181	1806.568837471269	0.00031689025034329775	0.13995986056828985
ti|1007064|org|Streptococcus_suis_ST3	1.5065869895225028e-16	5.281504172388296e-05	1.0	5.281504172388296e-05	0.0	6.002176331187802e-10	0.00024363647923453905	4.613013097826762	5.281504172388296e-05	0.0015316362099926058
ti|488222|org|Streptococcus_pneumoniae_JJA	1.0790118553744564e-16	0.00010563008344776593	2.0	0.00010563008344776593	0.0	0.01938894232680684	0.0008362805027492889	15.834135039055036	0.0	0.021284461814724834
