Total Number of Aligned Reads:	12323	Total Number of Mapped Genomes:	2062
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|479436|org|Veillonella_parvula_DSM_2008	0.9304781263546941	0.1961373042278666	2417.0	0.1961373042278666	0.0	0.9304781263172311	0.18578854188747373	2289.472201679339	0.1779599123590035	0.008845248721902134
ti|347253|org|Streptococcus_salivarius_JIM8777	0.01823477936878603	0.03213503205388298	396.0	0.03148583948713787	0.0006491925667451107	0.0033136782472685546	0.01352327073989521	166.64726532772866	0.0	0.01622981416862777
ti|1114965|org|Streptococcus_parasanguinis_FW213	0.016221535888915513	0.06986934999594255	861.0	0.06848981579160919	0.0013795342043333603	0.010014199728621364	0.029233634101190193	360.24607302896675	0.01054937920960805	0.04049338635072629
ti|365659|org|Streptococcus_mitis_B6	0.009737538990443202	0.13965755092104196	1721.0	0.13949525277935568	0.00016229814168627768	0.0008360590914024275	0.0907920924789493	1118.8309556180923	8.114907084313884e-05	0.10703562444210014
ti|546269|org|Filifactor_alocis_ATCC_35896	0.008335029238612124	0.0024344721252941653	30.0	0.0024344721252941653	0.0	0.008335029238612124	0.0024809804860540722	30.573122529644333	0.0022721739836078876	0.004787795179745192
ti|553174|org|Prevotella_melaninogenica_ATCC_25845	0.006912614499793106	0.2287592307068084	2819.0	0.2287592307068084	0.0	0.0069122925449322924	0.16674452807752482	2054.7928194993383	0.16497606102410128	0.010143633855392355
ti|680646|org|Rothia_mucilaginosa_DY-18	0.002857546669476166	0.026941491519922096	332.0	0.026616895236549542	0.00032459628337255537	0.00280702888265487	0.018233941748635143	224.6968641684309	0.017852795585490546	0.0007303416375882496
ti|591365|org|Streptococcus_intermedius_JTH08	0.002332939943741435	0.0074657145175687735	92.0	0.0074657145175687735	0.0	0.002332947821733181	0.0033706800981404272	41.536890849384484	0.0028402174795098597	0.0030025156211961374
ti|388919|org|Streptococcus_sanguinis_SK36	0.001458794771815321	0.0062484784549216915	77.0	0.006086180313235413	0.00016229814168627768	0.0014668277214011118	0.015458410773501362	190.49399596185728	0.006410776596607969	0.01679785766452974
ti|862965|org|Haemophilus_parainfluenzae_T3T1	0.0011257901313197205	0.0593199707863345	731.0	0.0593199707863345	0.0	0.0011254442797863204	0.049903937995457955	614.9662279180284	0.04812139900998134	0.0020287267710784713
ti|243275|org|Treponema_denticola_ATCC_35405	0.0009258957795256228	0.0048689442505883305	60.0	0.0048689442505883305	0.0	0.000925895779525402	0.004706646108902053	58.0	0.0044631988963726365	0.00024344721252941653
ti|546271|org|Selenomonas_sputigena_ATCC_35185	0.000910654244752119	0.004625497038058915	57.0	0.004625497038058915	0.0	0.0009106542446837884	0.004486174220232794	55.28312491592872	0.0040574535421569425	0.0012983851334902215
ti|521095|org|Atopobium_parvulum_DSM_20469	0.0001774860434086136	0.01265925505152966	156.0	0.01265925505152966	0.0	0.00017748604334933535	0.012095666385857927	149.05489687292723	0.01201006248478455	8.114907084313884e-05
ti|701347|org|Enterobacter_cloacae_SCF1	0.00014815206498945783	0.006167329384078552	76.0	0.006167329384078552	0.0	1.6833060626961594e-05	0.0008180884387570845	10.081303830803552	0.0	0.0040574535421569425
ti|866630|org|Haemophilus_influenzae_F3031	7.60940494780571e-05	0.004300900754686359	53.0	0.004300900754686359	0.0	1.0632022799766126e-05	0.0020596363648722592	25.38089892432085	0.001054937920960805	0.0025156211961373043
ti|374833|org|Neisseria_meningitidis_053442	3.429472991992343e-05	0.014525683680921853	179.0	0.014525683680921853	0.0	5.042791779862319e-06	0.00042898064664376103	5.286328508591067	0.0	0.0013795342043333603
ti|360104|org|Campylobacter_concisus_13826	2.9311724589131274e-05	0.0032459628337255537	40.0	0.0032459628337255537	0.0	2.9311675490260997e-05	0.003084159503446856	38.00609756097561	0.003083664692039276	0.0
ti|190304|org|Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	2.9361353990710905e-06	0.1088209040006492	1341.0	0.1088209040006492	0.0	2.936135399064975e-06	0.10699504990667857	1318.5	0.10460115231680597	0.0038951554004706644
ti|879243|org|Porphyromonas_asaccharolytica_DSM_20707	1.420500485207153e-07	0.00024344721252941653	3.0	0.00024344721252941653	0.0	1.420500485207153e-07	0.00024344721252941653	3.0	0.00024344721252941653	0.0
ti|521097|org|Capnocytophaga_ochracea_DSM_7271	4.025203439714633e-08	0.00925099407611783	114.0	0.00925099407611783	0.0	4.025203408700694e-08	0.000739358201015265	9.11111111111111	0.0007303416375882496	8.114907084313884e-05
ti|909952|org|Propionibacterium_acnes_266	2.8622127328238754e-08	0.0004200108456377222	5.175793650793651	0.0	0.0040574535421569425	2.8621853801331463e-08	8.756120672962068e-05	1.0790167505291157	0.0	0.0009737888501176661
ti|553199|org|Propionibacterium_acnes_SK137	2.8622127328238754e-08	0.0004058419602524122	5.001190476190476	0.0	0.003976304471313803	2.8621853801331463e-08	8.882981825632896e-05	1.0946498503727418	0.0	0.0009737888501176661
ti|267747|org|Propionibacterium_acnes_KPA171202	2.8622127328238754e-08	0.0005087273893571057	6.2690476190476145	8.114907084313884e-05	0.004138602613000081	2.8621853801331463e-08	8.9439961646127e-05	1.102168647365223	0.0	0.0009737888501176661
ti|1234380|org|Propionibacterium_acnes_C1	2.8622127328238754e-08	0.0004391710429201299	5.41190476190476	0.0	0.00421975168384322	2.8621853801331463e-08	9.371096537471326e-05	1.1548002263125914	0.0	0.001054937920960805
ti|1134454|org|Propionibacterium_acnes_HL096PA1	2.8622127328238754e-08	0.0004391710429201299	5.41190476190476	0.0	0.00421975168384322	2.8621853801331463e-08	9.371096537471326e-05	1.1548002263125914	0.0	0.001054937920960805
ti|1114969|org|Propionibacterium_acnes_TypeIA2_P.acn31	2.8622127328238754e-08	0.0004159855941078044	5.126190476190474	0.0	0.0040574535421569425	2.8621853801331463e-08	8.863914844701708e-05	1.0923002263125914	0.0	0.0009737888501176661
ti|1114967|org|Propionibacterium_acnes_TypeIA2_P.acn17	2.8622127328238754e-08	0.00043015447949311446	5.30079365079365	0.0	0.004138602613000081	2.8621853801331463e-08	9.309619968650765e-05	1.1472244687368338	0.0	0.001054937920960805
ti|1114966|org|Propionibacterium_acnes_TypeIA2_P.acn33	2.8622127328238754e-08	0.0004985837555017134	6.1440476190476145	8.114907084313884e-05	0.0040574535421569425	2.8621853801331463e-08	9.310986114624556e-05	1.147392818905184	0.0	0.001054937920960805
ti|1091045|org|Propionibacterium_acnes_ATCC_11828	2.8622127328238754e-08	0.0005681401019386897	7.001190476190472	0.00016229814168627768	0.003976304471313803	2.8621853801331463e-08	7.924971961512507e-05	0.9765942948171862	0.0	0.0008114907084313884
ti|1031709|org|Propionibacterium_acnes_6609	2.8622127328238754e-08	0.00041856175508695175	5.1579365079365065	0.0	0.0040574535421569425	2.8621853801331463e-08	8.766144879830456e-05	1.0802520335415071	0.0	0.0009737888501176661
ti|523794|org|Leptotrichia_buccalis_C-1013-b	1.013374566691103e-08	0.014363385539235576	177.0	0.014363385539235576	0.0	1.013374566691103e-08	0.015012578105980686	185.0	0.014606832751764992	0.0007303416375882496
ti|391038|org|Burkholderia_phymatum_STM815	6.411698797684481e-10	0.0019475777002353322	24.0	0.0019475777002353322	0.0	4.2835876803483725e-10	0.00042940789051938385	5.291593434870367	0.0	0.00048689442505883305
ti|858619|org|Corynebacterium_variabile_DSM_44702	5.282750591032918e-11	0.0007303416375882496	9.0	0.0007303416375882496	0.0	3.554296548328094e-11	8.832035552931406e-05	1.0883717411877372	8.114907084313884e-05	0.0
ti|585394|org|Roseburia_hominis_A2-183	1.0175782993659337e-11	0.008277205226000162	102.0	0.008277205226000162	0.0	6.4963415740629795e-12	0.005947261393435384	73.28810215130423	0.005355838675647164	0.0008114907084313884
ti|1064535|org|Megasphaera_elsdenii_DSM_20460	6.383206827028199e-12	0.0030025156211961374	37.0	0.0030025156211961374	0.0	4.37012094402952e-11	0.0058264064231593	71.79880635259205	0.0044631988963726365	0.0025156211961373043
ti|431947|org|Porphyromonas_gingivalis_ATCC_33277	6.716763228705372e-13	0.006410776596607969	79.0	0.006410776596607969	0.0	3.3085267263350824e-13	0.0027879090829987705	34.35540362979385	0.0013795342043333603	0.013146149476588494
ti|548479|org|Mobiluncus_curtisii_ATCC_43063	6.167776703674641e-13	0.005842733100705997	72.0	0.005842733100705997	0.0	6.811451665673973e-13	0.005600501758093254	69.01498316498316	0.0044631988963726365	0.0011360869918039438
ti|927704|org|Selenomonas_ruminantium_subsp._lactilytica_TAM6421	6.013251015715008e-13	0.00032459628337255537	4.0	0.00032459628337255537	0.0	6.707468159598145e-13	0.001533014643640828	18.891339453585925	0.00024344721252941653	0.0014606832751764992
